,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,forum Q,forum A,office hour visits,dropout
377,Y,first,60,35,D,75,32,F,18,D,,,,,7,3,0,Y
378,Y,third,44,12,A,50,45,C,56,C,66,D,A,A,2,4,3,N
379,N,third,29,29,F,,,,,,,,,,4,0,1,Y
380,N,third,60,70,A,40,39,D,,,,,,,4,3,0,Y
381,N,second,62,4,D,32,76,A,96,F,82,A,A,B,2,17,7,N
382,Y,second,15,56,F,,,,,,,,,,3,2,0,Y
383,Y,third,40,45,D,89,78,A,41,C,19,B,C,A,4,2,4,N
384,N,third,94,92,D,20,91,C,80,A,44,A,D,A,14,24,4,N
385,Y,first,40,10,A,71,28,C,15,B,45,F,F,D,15,12,4,N
386,Y,third,98,96,F,3,23,C,3,C,65,F,F,A,12,1,6,N
387,N,first,5,65,F,51,3,B,27,D,30,F,A,F,9,4,5,N
388,N,third,41,65,C,17,66,F,,,,,,,4,4,0,Y
389,Y,second,3,13,F,9,54,C,25,B,25,A,C,B,0,1,1,N
390,N,second,55,93,C,82,67,C,12,A,67,A,D,B,19,13,6,N
391,N,third,10,5,F,,,,,,,,,,2,0,1,Y
392,Y,second,45,24,D,3,43,A,39,D,,,,,0,0,1,Y
393,Y,third,79,56,F,74,27,A,31,A,86,D,F,B,9,6,3,N
394,Y,third,2,9,A,3,46,F,25,A,25,A,C,C,3,3,2,N
395,N,second,4,15,F,52,30,D,56,A,64,A,B,D,24,7,4,N
396,Y,second,66,85,D,63,80,A,62,D,15,C,A,A,17,9,5,N
397,N,second,6,29,D,36,37,B,78,F,89,F,B,D,7,4,6,N
398,Y,second,85,34,A,87,25,A,41,C,34,C,C,D,14,1,2,Y
399,Y,first,65,57,A,50,67,B,56,B,11,A,A,B,9,5,2,N
400,Y,first,33,23,F,74,65,B,17,D,,,,,8,1,0,Y
401,N,second,48,51,B,24,17,D,,,,,,,1,4,2,Y
402,N,third,57,97,A,85,23,F,,,,,,,3,0,0,Y
403,N,first,47,5,B,32,58,F,22,B,74,F,C,F,10,24,8,N
404,N,second,40,68,D,63,54,F,,,,,,,2,3,2,Y
405,Y,first,54,12,F,49,56,A,88,F,63,C,A,A,16,17,7,N
406,Y,second,12,13,D,,,,,,,,,,1,0,1,Y
407,Y,third,40,13,B,59,3,F,26,F,,,,,1,1,1,Y
408,N,second,4,16,F,2,42,A,33,B,25,A,C,D,2,1,2,N
409,Y,third,9,80,F,9,10,A,39,D,24,D,F,F,4,4,3,Y
410,N,third,2,14,B,,,,,,,,,,3,1,0,Y
411,Y,third,70,23,B,53,14,F,68,C,,,,,11,3,0,Y
412,N,third,50,80,A,48,39,A,78,F,,,,,8,1,2,Y
413,Y,first,36,50,D,26,47,F,,,,,,,0,0,1,Y
414,N,third,9,10,F,8,46,F,39,D,23,A,F,C,4,1,2,N
415,Y,first,98,68,A,87,69,C,31,C,4,D,F,D,1,8,0,Y
416,Y,second,59,97,B,75,2,B,88,D,,,,,2,3,1,Y
417,Y,third,32,40,D,6,39,F,,,,,,,0,1,1,Y
418,N,second,90,59,D,61,73,F,,,,,,,2,0,2,Y
419,N,first,83,56,B,35,99,C,92,F,1,B,F,B,8,3,9,N
420,N,third,7,13,A,2,14,C,26,B,26,B,D,D,1,1,2,N
421,Y,second,98,32,A,68,45,F,85,F,15,A,F,D,5,7,3,N
422,Y,second,74,47,A,67,96,F,25,C,90,A,B,C,12,8,3,N
423,N,second,70,52,A,27,45,F,55,D,,,,,10,0,2,Y
424,N,third,26,29,B,,,,,,,,,,2,2,0,Y
425,Y,second,23,26,B,69,96,B,1,B,83,C,C,C,14,14,1,N
426,Y,third,71,98,A,95,42,B,77,F,33,B,A,B,4,7,2,N
427,N,third,32,2,C,62,39,C,98,F,23,A,A,C,17,11,1,N
428,Y,third,31,58,A,97,56,B,96,A,53,A,C,F,15,8,2,N
429,Y,first,10,62,A,65,70,D,65,F,57,A,C,D,6,5,5,N
430,Y,third,48,51,B,83,87,A,72,A,9,A,B,A,14,6,7,N
431,N,third,33,69,D,47,74,C,,,,,,,4,2,1,Y
432,N,third,57,55,A,22,58,D,,,,,,,2,3,1,Y
433,Y,third,8,7,A,4,52,D,29,B,28,A,A,B,2,3,1,N
434,Y,third,31,22,A,67,21,A,67,A,67,A,F,D,3,4,4,N
435,Y,third,3,10,F,3,17,B,25,A,26,F,C,B,3,1,2,N
436,Y,third,19,10,B,,,,,,,,,,0,0,0,Y
437,Y,third,72,24,D,63,41,C,79,B,89,C,F,A,7,4,2,N
438,N,third,43,84,F,68,75,C,65,B,57,A,C,A,1,6,8,N
439,N,third,20,56,C,6,3,C,,,,,,,5,1,0,Y
440,Y,first,33,79,A,9,66,C,49,F,,,,,6,0,0,Y
441,Y,first,40,43,B,28,9,D,,,,,,,3,0,1,Y
442,Y,third,65,44,A,59,46,D,5,B,35,F,F,D,5,1,1,Y
443,Y,third,44,69,A,84,28,B,45,D,51,F,B,A,6,3,3,N
444,N,second,62,67,D,57,65,C,,,,,,,3,1,0,Y
445,Y,second,7,14,A,9,19,B,38,A,28,A,F,A,0,1,1,N
446,Y,first,13,2,D,,,,,,,,,,3,0,0,Y
447,Y,third,42,4,C,79,24,B,9,F,90,B,C,A,5,10,3,N
448,N,third,77,57,A,71,8,A,83,D,,,,,11,3,1,Y
449,N,second,17,27,F,52,33,D,98,C,94,F,B,D,21,4,5,N
450,Y,third,92,98,F,61,69,F,34,B,89,A,A,B,5,2,4,N
451,N,first,10,14,F,20,48,D,55,C,45,A,D,C,7,11,5,N
452,N,second,8,19,F,48,34,D,82,C,41,F,C,C,27,16,4,N
453,Y,first,85,50,A,83,64,C,71,F,84,A,F,B,2,4,4,N
454,Y,second,69,95,A,81,62,D,20,D,1,D,F,F,1,6,1,Y
455,N,third,9,1,A,10,56,B,39,B,24,A,C,A,0,3,2,N
456,Y,first,75,52,A,90,59,C,26,F,96,A,D,B,9,9,2,N
457,Y,third,57,34,B,62,64,B,76,F,14,A,C,D,4,3,3,N
458,Y,second,40,57,A,62,38,B,63,B,39,A,A,C,11,3,2,N
459,Y,third,2,12,A,9,52,A,28,D,29,A,C,A,2,2,1,N
460,Y,third,30,40,F,38,50,F,,,,,,,1,0,1,Y
461,N,third,20,65,A,82,61,F,69,B,,,,,3,0,1,Y
462,Y,third,14,15,A,19,1,A,59,B,50,D,A,D,5,18,7,N
463,Y,third,17,11,F,,,,,,,,,,3,0,0,Y
464,Y,first,76,68,A,35,74,A,,,,,,,0,2,1,Y
465,N,second,13,5,F,51,51,F,60,C,50,A,F,D,12,4,4,N
466,N,third,7,6,B,9,24,B,28,B,20,A,A,C,3,1,1,N
467,N,first,19,32,B,7,77,C,88,F,88,B,A,A,5,17,4,N
468,Y,first,4,73,B,5,27,A,34,D,,,,,3,1,1,Y
469,Y,third,68,51,A,55,59,D,68,F,69,F,A,B,17,6,5,N
470,Y,first,1,10,F,,,,,,,,,,1,0,1,Y
471,N,third,86,12,A,17,55,C,55,F,,,,,4,0,3,Y
472,Y,second,42,60,D,67,39,D,7,B,99,F,F,B,14,6,3,N
473,N,second,67,51,F,83,33,B,86,C,,,,,10,4,1,Y
474,Y,first,97,56,A,53,53,F,,,,,,,7,0,2,Y
475,Y,third,83,17,D,72,33,B,82,C,74,A,C,F,8,2,1,N
476,Y,third,78,19,A,27,26,F,22,C,,,,,7,3,1,Y
477,Y,first,76,64,F,26,20,F,23,D,,,,,2,0,0,Y
478,Y,first,53,29,C,30,6,F,,,,,,,0,1,1,Y
479,N,first,36,68,D,19,10,B,80,F,53,D,F,A,14,18,4,N
480,N,third,14,17,F,,,,,,,,,,1,0,1,Y
481,Y,first,16,67,C,16,37,C,57,D,,,,,7,2,1,Y
482,Y,second,44,35,D,44,52,F,,,,,,,0,1,1,Y
483,N,third,19,58,C,48,57,B,39,A,84,A,D,D,14,17,7,N
484,N,third,13,51,A,22,22,A,65,F,,,,,4,2,3,Y
485,Y,second,92,52,A,59,31,C,59,F,73,B,A,B,4,2,2,N
486,Y,third,65,67,A,82,13,A,10,F,86,A,C,D,18,9,2,N
487,Y,first,44,40,D,37,17,F,,,,,,,2,1,0,Y
488,N,second,61,20,F,84,98,F,66,C,16,C,F,D,17,9,5,N
489,Y,first,21,79,D,43,3,C,54,F,,,,,9,3,0,Y
490,Y,first,69,64,A,71,78,B,64,A,32,A,F,D,10,4,3,N
491,Y,second,51,95,F,42,81,C,59,B,11,D,F,C,13,4,0,Y
492,Y,third,98,52,B,8,36,D,86,F,,,,,5,3,0,Y
493,Y,first,7,13,C,,,,,,,,,,2,0,1,Y
494,Y,third,59,12,A,62,44,C,27,C,15,C,B,A,13,3,2,N
495,N,third,41,6,A,18,51,B,13,D,33,F,A,A,17,14,8,N
496,N,first,8,28,F,23,32,C,67,A,96,B,A,B,3,3,4,N
497,N,second,50,55,B,43,51,D,,,,,,,3,2,2,Y
498,Y,third,91,60,A,76,75,B,35,F,72,C,F,A,10,7,2,N
499,Y,third,51,42,A,67,87,D,55,F,12,D,F,F,2,1,1,Y
500,N,first,8,3,D,23,37,C,79,B,64,C,D,D,21,5,5,N
501,Y,second,62,33,A,41,25,A,47,A,41,A,F,D,4,11,5,N
502,Y,first,15,56,C,,,,,,,,,,1,1,1,Y
503,Y,third,65,79,A,60,21,D,6,C,31,D,D,D,19,7,3,N
504,Y,third,5,10,D,,,,,,,,,,3,0,0,Y
505,Y,first,34,55,D,11,1,F,,,,,,,1,1,1,Y
506,N,third,64,85,C,43,6,F,30,A,25,F,C,A,12,10,3,N
507,N,third,65,85,A,77,37,A,29,F,26,F,B,D,18,9,2,N
508,N,third,73,56,A,64,85,A,9,B,84,D,D,F,5,11,4,N
509,Y,second,9,3,A,6,42,D,25,B,22,A,C,C,0,1,1,N
510,N,second,61,59,C,64,35,D,,,,,,,0,0,0,Y
511,Y,second,41,6,A,44,47,A,31,D,35,D,F,D,10,3,3,Y
512,Y,first,35,36,C,29,50,D,,,,,,,1,0,1,Y
513,Y,third,66,39,F,56,31,A,39,A,23,C,F,C,11,6,2,N
514,Y,first,29,51,D,20,24,D,,,,,,,4,0,0,Y
515,N,first,61,76,D,79,84,A,,,,,,,7,3,2,Y
516,Y,first,10,17,D,,,,,,,,,,3,1,0,Y
517,Y,first,10,13,D,35,29,D,18,D,64,C,A,C,18,11,6,N
518,Y,third,70,62,F,61,27,C,25,F,71,D,D,B,9,5,5,N
519,N,third,43,47,B,19,26,C,72,F,,,,,6,4,3,Y
520,Y,third,74,86,A,60,72,A,10,C,28,A,D,B,12,20,8,N
521,Y,third,28,58,D,,,,,,,,,,4,0,0,Y
522,Y,third,96,75,F,41,36,F,,,,,,,7,0,1,Y
523,N,first,51,73,C,60,64,B,78,C,68,A,A,C,5,7,8,N
524,N,first,9,95,A,29,63,F,57,C,45,A,F,B,14,11,6,N
525,Y,third,50,81,A,71,68,D,10,A,29,A,A,F,16,4,2,N
526,N,third,20,7,F,,,,,,,,,,2,2,1,Y
527,Y,second,40,59,C,24,34,F,,,,,,,0,1,0,Y
528,Y,first,27,48,D,,,,,,,,,,1,1,1,Y
529,Y,third,36,39,F,43,43,C,11,F,47,F,D,A,11,11,1,N
530,Y,second,25,51,D,7,6,F,,,,,,,2,1,1,Y
531,Y,second,72,2,B,47,36,F,25,C,9,F,F,D,5,1,0,Y
532,Y,third,27,59,F,69,37,B,79,D,97,B,F,A,13,5,3,N
533,Y,second,44,47,D,24,29,D,,,,,,,4,1,1,Y
534,Y,second,8,44,F,89,59,D,18,B,34,F,F,D,10,1,2,Y
535,N,second,74,52,D,74,67,B,3,C,12,F,A,A,16,2,9,N
536,Y,third,54,72,B,21,8,F,72,A,3,B,F,D,6,4,1,Y
537,Y,first,83,35,A,56,12,A,18,C,16,B,B,C,2,0,3,Y
538,Y,third,18,39,D,35,13,B,35,D,,,,,0,3,1,Y
539,Y,third,8,9,F,,,,,,,,,,3,0,1,Y
540,N,third,80,73,A,68,54,A,63,B,,,,,9,4,3,Y
541,Y,first,41,62,A,41,53,A,30,B,35,F,F,F,6,0,2,Y
542,N,second,49,98,F,61,41,F,87,A,94,B,B,C,10,14,8,N
543,Y,second,73,64,C,14,60,C,61,F,1,C,D,D,1,2,2,Y
544,Y,first,63,74,A,5,25,F,35,D,,,,,7,1,0,Y
545,N,third,60,59,C,17,84,C,,,,,,,0,4,2,Y
546,N,first,51,73,F,40,20,D,,,,,,,4,3,2,Y
547,Y,third,4,18,F,,,,,,,,,,3,1,0,Y
548,Y,first,8,12,D,,,,,,,,,,1,0,0,Y
549,Y,third,76,27,B,31,29,B,14,C,,,,,3,0,0,Y
550,N,third,13,27,F,,,,,,,,,,1,1,1,Y
551,N,third,8,69,A,80,28,B,92,F,,,,,9,2,2,Y
552,N,third,54,41,C,45,48,C,8,C,68,B,A,B,16,13,9,N
553,N,second,2,30,A,12,58,C,88,A,29,D,D,D,2,13,8,N
554,Y,first,44,84,C,36,71,C,58,B,22,F,D,F,3,3,2,Y
555,N,third,72,16,B,55,30,A,66,F,,,,,10,2,0,Y
556,Y,first,16,6,F,,,,,,,,,,0,1,0,Y
557,Y,second,5,2,F,,,,,,,,,,2,0,1,Y
558,Y,first,16,10,D,,,,,,,,,,3,1,1,Y
559,N,second,80,85,C,37,20,D,,,,,,,6,3,0,Y
560,Y,first,44,80,D,30,30,D,20,B,71,C,A,B,15,16,8,N
561,Y,third,70,64,B,78,20,C,47,C,66,F,D,D,12,5,2,N
562,N,third,73,15,A,67,83,F,63,C,72,D,A,B,7,10,9,N
563,Y,first,94,90,F,81,37,A,50,F,44,F,D,A,9,5,3,N
564,Y,third,30,32,F,95,54,B,75,A,67,C,F,D,9,2,3,N
565,Y,third,11,0,F,,,,,,,,,,1,0,0,Y
566,N,first,92,39,B,97,99,C,33,B,8,B,F,F,8,15,5,N
567,N,third,48,63,D,38,94,F,,,,,,,0,0,0,Y
568,N,third,74,2,C,60,4,B,59,F,65,C,A,A,18,5,4,N
569,Y,third,50,42,F,99,38,A,64,F,37,B,B,B,8,4,2,N
570,Y,third,71,28,A,8,41,A,6,F,3,F,F,D,6,8,2,Y
571,N,third,52,52,B,21,99,B,56,B,5,A,B,D,8,12,5,N
572,Y,second,90,44,B,44,96,D,46,A,82,A,A,C,10,9,5,N
573,N,first,53,95,D,34,87,D,,,,,,,4,2,2,Y
574,Y,third,91,19,B,91,26,A,74,F,64,F,F,F,4,5,2,N
575,N,second,57,9,D,15,86,B,36,A,8,B,D,C,17,4,9,N
576,N,third,31,60,D,0,69,F,,,,,,,5,1,1,Y
577,N,third,6,8,B,7,25,D,33,A,26,A,C,A,3,2,2,N
578,Y,second,7,83,D,12,19,D,12,B,55,B,C,B,1,1,7,N
579,N,second,44,67,A,79,12,C,66,F,68,B,D,F,2,12,9,N
580,Y,first,20,2,D,,,,,,,,,,1,0,1,Y
581,Y,second,2,6,F,2,26,B,33,A,28,B,D,A,0,2,1,N
582,N,third,21,24,B,,,,,,,,,,5,1,1,Y
583,N,first,10,20,D,41,38,C,61,D,76,A,F,C,3,17,8,N
584,N,third,41,99,A,19,49,F,87,F,,,,,1,2,2,Y
585,Y,first,13,42,D,74,37,B,25,B,52,A,A,F,12,4,5,N
586,Y,second,24,15,B,55,84,C,40,C,14,A,C,F,10,4,8,N
587,N,third,82,63,A,73,99,B,78,A,41,B,A,A,0,8,5,N
588,Y,third,60,28,B,95,44,F,88,F,40,F,A,A,2,7,4,N
589,Y,second,81,66,A,84,79,C,41,A,12,B,C,C,6,2,2,N
590,Y,second,49,14,A,41,97,B,73,A,13,D,A,A,16,1,9,N
591,Y,third,52,46,F,60,26,F,57,C,,,,,4,1,0,Y
592,Y,third,59,25,F,28,62,D,23,F,10,F,F,F,12,1,1,Y
593,Y,second,92,41,A,79,75,B,46,F,62,A,B,A,10,9,2,N
594,Y,first,48,74,A,6,29,C,46,D,10,F,D,C,13,8,0,Y
595,N,second,19,76,F,2,5,A,33,D,63,A,D,F,5,8,6,N
596,N,second,5,9,A,10,46,A,43,D,26,A,F,C,2,3,1,N
597,N,third,3,20,F,,,,,,,,,,3,2,1,Y
598,N,third,41,66,C,8,20,D,,,,,,,2,1,2,Y
599,Y,first,34,44,F,42,55,C,,,,,,,1,1,0,Y
600,Y,third,4,27,D,29,31,F,48,B,97,C,D,D,9,10,4,N
601,Y,third,68,53,B,60,64,A,32,A,82,C,C,A,14,7,2,N
602,Y,third,89,80,D,79,68,F,96,B,70,B,F,D,14,16,7,N
603,Y,third,12,61,A,74,29,D,78,B,74,C,D,A,13,9,5,N
604,Y,third,65,88,A,35,51,A,67,F,27,F,F,D,11,3,3,Y
605,Y,first,11,7,F,,,,,,,,,,3,0,0,Y
606,N,third,78,69,C,66,72,D,,,,,,,5,2,0,Y
607,Y,first,72,20,C,11,0,B,42,D,,,,,2,0,1,Y
608,Y,third,4,3,B,8,37,A,24,B,20,F,F,A,0,2,2,N
609,Y,third,47,10,A,9,52,F,4,D,28,D,F,F,3,2,1,Y
610,Y,third,69,88,D,98,26,F,70,B,9,A,B,A,6,23,3,N
611,Y,second,52,59,C,52,10,F,,,,,,,0,0,0,Y
612,Y,second,73,72,F,89,55,A,4,F,29,A,A,C,5,10,4,N
613,Y,second,25,8,A,30,65,D,29,F,21,A,F,F,14,7,2,Y
614,Y,first,31,45,D,17,51,F,,,,,,,1,0,0,Y
615,N,second,8,4,F,41,33,D,59,B,47,A,A,A,23,3,6,N
616,Y,second,78,39,F,21,15,A,6,D,5,C,B,D,1,4,0,Y
617,Y,first,2,0,D,,,,,,,,,,2,0,0,Y
618,Y,third,18,17,D,,,,,,,,,,0,1,1,Y
619,Y,second,15,83,D,29,37,F,1,A,99,A,A,D,14,1,8,N
620,Y,third,53,49,C,54,22,A,40,B,30,A,D,F,19,3,2,N
621,Y,second,10,23,C,33,8,B,58,D,49,D,A,A,17,23,9,N
622,Y,third,74,94,B,40,38,C,62,A,25,D,A,C,0,12,2,N
623,Y,third,38,3,B,75,28,F,50,A,70,A,F,A,10,6,4,N
624,Y,second,73,79,B,71,51,C,46,F,64,C,D,A,6,9,2,N
625,Y,third,20,31,A,83,51,C,16,F,30,A,F,F,7,6,1,Y
626,Y,second,1,1,F,30,54,F,67,C,52,A,F,C,19,10,5,N
627,N,third,4,6,F,13,57,C,29,A,20,A,C,D,0,2,1,N
628,Y,third,5,89,C,50,98,C,53,B,33,A,D,D,8,12,7,N
629,N,first,18,52,A,78,84,D,38,F,46,D,D,A,5,1,6,N
630,N,third,10,31,F,,,,,,,,,,2,0,0,Y
631,Y,second,9,2,A,3,24,C,24,D,22,A,C,D,0,1,1,N
632,Y,second,74,83,C,61,69,A,,,,,,,4,3,1,Y
633,N,third,6,3,F,3,45,F,39,B,21,D,F,C,4,1,1,N
634,Y,second,35,25,D,2,15,F,37,D,34,B,F,C,14,3,3,Y
635,N,third,36,19,F,32,58,A,26,D,66,B,A,D,11,10,4,N
636,N,second,57,46,C,11,49,C,58,D,70,D,A,D,17,21,6,N
637,Y,third,7,29,D,29,45,C,61,C,59,A,C,B,19,19,7,N
638,Y,third,62,35,A,63,31,B,89,F,29,A,A,F,15,4,1,N
639,N,third,8,4,B,12,18,C,34,D,28,D,D,D,0,1,2,N
640,Y,second,97,66,C,50,36,C,19,D,98,C,C,A,10,21,7,N
641,Y,third,85,24,B,96,79,A,30,B,55,C,A,A,11,4,1,N
642,N,third,12,10,F,46,37,B,58,C,24,A,D,C,25,10,5,N
643,Y,second,99,98,A,60,72,A,63,F,34,F,F,D,3,4,2,Y
644,Y,second,10,36,F,,,,,,,,,,2,2,1,Y
645,N,third,75,3,D,16,68,D,56,D,17,B,F,F,8,2,1,N
646,Y,third,1,1,B,7,9,D,27,A,28,D,D,D,4,2,1,N
647,N,third,40,18,F,84,22,F,82,F,,,,,10,3,0,Y
648,N,third,61,65,A,41,20,F,,,,,,,5,0,1,Y
649,N,third,8,27,D,36,46,D,54,C,44,F,A,A,9,9,5,N
650,Y,second,74,49,F,60,42,B,16,C,,,,,6,2,1,Y
651,N,third,16,21,D,53,54,B,60,F,23,B,A,D,7,12,5,N
652,N,third,48,13,D,22,9,B,2,D,40,B,A,C,0,1,7,N
653,N,third,46,53,C,78,47,D,,,,,,,1,3,0,Y
654,N,second,60,58,A,45,53,D,,,,,,,3,2,0,Y
655,Y,third,86,79,C,61,92,F,,,,,,,5,1,0,Y
656,Y,first,92,34,A,76,89,D,10,A,57,A,B,A,17,7,4,N
657,Y,first,57,41,D,68,5,F,,,,,,,0,1,1,Y
658,Y,second,43,58,D,43,32,C,,,,,,,0,1,0,Y
659,N,third,9,16,A,4,34,D,39,B,23,F,B,C,2,3,2,N
660,N,third,16,32,F,,,,,,,,,,5,0,0,Y
661,Y,third,40,14,A,40,3,A,22,A,6,D,B,F,4,8,1,Y
662,N,third,8,7,F,,,,,,,,,,7,1,0,Y
663,Y,third,94,78,F,59,56,B,67,F,23,A,D,A,3,4,3,N
664,Y,second,16,18,D,,,,,,,,,,1,0,1,Y
665,Y,second,87,89,A,68,60,A,61,D,12,C,C,F,13,7,2,Y
666,Y,third,49,58,D,24,30,F,,,,,,,1,1,1,Y
667,N,third,77,44,F,23,44,C,62,C,92,D,B,C,0,12,5,N
668,N,first,74,11,F,90,88,C,76,F,78,A,A,D,11,21,6,N
669,Y,first,61,4,A,53,94,C,29,A,9,D,F,C,15,11,3,N
670,N,second,53,39,D,45,37,C,76,D,,,,,6,3,3,Y
671,Y,first,43,62,A,97,25,C,60,B,62,A,F,A,8,3,4,N
672,Y,third,51,70,D,52,79,C,22,A,80,D,A,D,6,2,1,N
673,N,second,83,87,F,86,28,A,,,,,,,0,1,2,Y
674,Y,third,74,9,B,98,59,A,5,B,22,A,B,B,2,10,8,N
675,Y,first,71,3,C,85,18,F,40,D,,,,,0,2,1,Y
676,N,third,42,89,A,38,51,A,78,F,,,,,9,2,3,Y
677,N,third,75,56,D,98,54,B,70,F,,,,,5,3,3,Y
678,N,third,37,2,A,45,5,F,92,F,,,,,7,2,1,Y
679,Y,second,73,80,A,24,85,B,76,C,19,A,A,A,16,5,4,N
680,N,third,77,96,C,63,66,B,33,B,57,B,B,F,12,23,2,N
681,Y,first,4,13,F,,,,,,,,,,1,1,0,Y
682,Y,third,5,5,A,10,56,F,39,F,22,A,B,D,1,3,2,N
683,Y,first,64,98,C,38,59,C,73,D,46,A,A,C,0,13,4,N
684,Y,second,24,38,D,10,58,C,,,,,,,4,0,1,Y
685,Y,third,64,4,D,56,71,C,20,F,85,C,F,C,13,2,2,N
686,Y,first,77,63,B,63,2,B,13,F,,,,,7,1,1,Y
687,Y,second,61,92,A,56,60,A,49,C,63,B,B,A,13,5,4,N
688,N,second,6,3,F,8,20,A,28,B,24,A,C,A,0,2,1,N
689,N,third,63,64,A,30,96,F,,,,,,,7,4,0,Y
690,Y,first,33,1,F,38,11,F,32,C,91,F,A,D,16,5,7,N
691,Y,third,50,60,B,74,46,D,46,F,97,C,D,A,9,7,5,N
692,Y,second,53,32,D,54,4,D,,,,,,,0,0,1,Y
693,N,first,6,63,C,29,43,C,4,A,28,D,D,B,19,10,1,N
694,Y,third,76,66,D,72,67,A,51,F,58,A,F,D,11,5,5,N
695,N,first,77,23,D,28,28,A,84,F,12,C,A,F,16,17,6,N
696,Y,third,51,56,F,96,54,A,94,B,79,B,F,B,14,5,2,N
697,N,first,98,39,D,57,96,F,7,F,56,B,D,C,17,5,3,N
698,Y,third,79,22,F,16,25,C,45,F,,,,,4,0,0,Y
699,N,third,0,20,F,,,,,,,,,,5,1,1,Y
700,Y,second,33,39,B,16,76,A,48,D,45,C,D,C,9,10,2,N
701,N,first,93,78,A,64,41,A,,,,,,,3,2,2,Y
702,Y,third,79,59,F,95,25,C,86,F,59,F,F,B,15,9,2,N
703,N,third,4,25,D,20,43,D,70,B,90,C,B,A,7,10,8,N
704,N,third,35,58,A,46,52,D,62,A,12,D,B,B,15,19,3,N
705,Y,second,53,54,A,10,15,A,36,D,10,D,F,F,10,5,1,Y
706,Y,first,82,28,B,97,1,D,79,C,43,B,A,B,19,4,4,N
707,N,third,38,68,C,54,25,D,,,,,,,0,2,0,Y
708,Y,second,25,74,F,54,21,F,20,C,58,A,F,B,14,8,3,N
709,N,first,8,3,F,57,33,D,70,B,92,F,B,A,7,12,6,N
710,N,second,19,9,A,93,77,C,95,B,65,B,F,D,15,18,3,N
711,Y,first,63,70,C,78,64,F,58,F,,,,,6,2,0,Y
712,N,second,9,10,B,11,54,B,29,B,22,B,D,B,1,3,1,N
713,N,third,2,88,A,57,28,F,75,F,,,,,7,3,3,Y
714,N,second,5,25,F,,,,,,,,,,2,0,0,Y
715,Y,first,18,4,F,,,,,,,,,,0,0,0,Y
716,Y,third,11,90,C,17,72,A,47,B,33,B,C,D,6,7,2,Y
717,N,third,50,92,C,70,64,F,,,,,,,0,1,0,Y
718,N,third,37,75,A,65,28,A,77,B,,,,,9,0,1,Y
719,Y,third,71,0,F,34,64,B,21,D,,,,,1,2,1,Y
720,Y,third,98,23,D,42,43,F,71,D,93,A,A,B,1,16,2,N
721,N,third,56,76,F,74,84,D,40,C,72,B,D,D,15,9,6,N
722,Y,first,9,18,F,,,,,,,,,,3,1,1,Y
723,N,third,67,46,A,49,5,D,2,C,28,C,F,A,7,3,5,N
724,N,third,94,93,A,49,45,A,,,,,,,5,2,1,Y
725,N,first,73,4,C,74,30,B,80,F,40,D,F,A,12,24,2,N
726,Y,third,97,82,D,87,66,C,89,B,78,C,A,A,8,3,3,N
727,Y,second,78,56,A,58,55,D,,,,,,,1,2,1,Y
728,Y,first,83,28,A,44,31,B,59,B,59,C,B,A,1,3,6,N
729,N,third,30,49,C,95,42,D,99,A,44,F,D,F,7,23,8,N
730,N,third,15,51,F,96,42,A,91,B,,,,,6,3,1,Y
731,Y,third,42,94,A,80,17,C,42,A,12,F,C,D,14,7,2,Y
732,Y,first,83,36,B,58,40,D,31,A,98,C,F,D,8,7,4,N
733,Y,second,41,81,A,90,54,B,44,A,67,A,D,A,9,4,1,N
734,N,third,13,12,F,,,,,,,,,,0,2,1,Y
735,Y,second,23,42,A,29,40,F,,,,,,,3,1,1,Y
736,Y,third,57,24,B,49,21,F,,,,,,,1,1,0,Y
737,Y,third,13,57,A,70,65,B,0,F,63,C,C,B,9,5,3,N
738,Y,second,79,44,A,80,64,A,19,C,36,D,F,D,14,8,0,Y
739,Y,first,16,17,F,,,,,,,,,,3,1,0,Y
740,Y,second,92,88,A,75,76,B,29,B,97,B,F,D,12,11,4,N
741,Y,third,23,5,C,88,82,A,57,F,,,,,10,3,1,Y
742,Y,third,92,5,B,52,68,A,37,B,15,A,D,C,9,7,3,N
743,Y,first,44,56,C,46,27,F,,,,,,,1,1,0,Y
744,Y,second,46,46,F,94,84,A,13,D,16,F,C,F,4,21,3,N
745,Y,second,67,85,A,51,31,C,65,A,94,A,B,B,9,3,3,N
746,Y,first,33,48,C,12,3,F,,,,,,,1,1,0,Y
747,N,third,26,13,D,28,56,B,22,A,31,B,F,D,3,2,1,N
748,N,second,5,31,F,,,,,,,,,,6,0,0,Y
749,Y,first,45,48,D,1,43,C,,,,,,,0,0,1,Y
750,N,first,17,6,D,45,38,B,69,F,61,A,B,C,8,3,8,N
751,Y,first,16,48,A,25,40,A,19,F,1,B,F,C,5,3,3,Y
752,N,second,80,27,C,26,84,D,76,A,14,A,B,A,2,16,5,N
753,N,second,4,39,F,,,,,,,,,,4,2,0,Y
754,N,third,24,65,C,14,53,D,,,,,,,4,4,0,Y
755,Y,third,43,39,F,40,41,F,,,,,,,1,1,1,Y
756,N,second,9,1,F,28,53,D,82,A,26,C,B,C,24,9,7,N
757,N,third,12,4,D,27,41,D,64,A,94,A,F,B,9,5,6,N
